wallet,tx_count_365d,total_volume,active_weeks,avg_tx_value,tx_per_active_week,trader_activity_status,trader_volume_status,trader_consistency_status,future_tx_count,target_variable,log_tx_count,log_total_volume,log_avg_tx_value,log_active_weeks,volume_per_tx,volume_per_week,avg_weekly_tx,activity_intensity,tx_efficiency,volume_category,tx_frequency,consistency_level,is_high_volume,is_frequent_trader,is_consistent,is_active_trader,tx_volume_interaction,weeks_tx_interaction,consistency_volume,tx_count_squared,total_volume_squared,active_weeks_squared,tx_count_zscore,volume_zscore,tx_count_percentile,volume_percentile,activity_consistency,volume_volatility,low_activity_risk
0xcaa62b4ab5386f23e756b97b6662bd1f9f01ee76,1,0.1400476261039596,1,0.1400476261039596,1.0,Occasional User,Medium Value,Inconsistent,0,0,0.6931471805599453,0.13107003881793275,0.13107003881793275,0.6931471805599453,0.0700238130519798,0.0700238130519798,0.5,0.5,0.8771563372465733,very_low,rare,sporadic,0,0,0,0,0.09085082786253267,1,0.1400476261039596,1,0.019613337577354468,1,-0.03127140793569187,-0.06289367428739707,0.0617,0.475,0.019230769230769232,0.12284366275342677,1
0x433dd3a9a7b5d87a90f6541ee7900c55b03a7235,2,0.0031590480910361,1,0.001579524045518,2.0,Occasional User,Low Value,Inconsistent,0,0,1.0986122886681098,0.0031540687824429046,0.001578277909441504,0.6931471805599453,0.0010530160303453666,0.00157952404551805,1.0,1.0,1.9937018001341906,very_low,rare,sporadic,0,0,0,0,0.0034650987236962377,2,0.0031590480910361,4,9.979584841478827e-06,1,-0.03105181398759087,-0.06289430697616889,0.2336,0.2246,0.019230769230769232,0.0031490999329045763,1
0xc17a98d6ccd01c16780d71b9f2b43200fc14baa5,3,0.009020064469063,1,0.0030066881563543,3.0,Regular User,Medium Value,Inconsistent,0,0,1.3862943611198906,0.008979626673324876,0.003002177109465057,0.6931471805599453,0.00225501611726575,0.0045100322345315,1.5,1.5,2.9731817093038404,very_low,rare,sporadic,0,0,0,0,0.012448405822192038,3,0.009020064469063,9,8.136156302605278e-05,1,-0.03083222003948987,-0.06289427988698944,0.4224,0.3604,0.019230769230769232,0.008939430232053189,1
0x1880a2b761d8df5b61803a71e856f510e705ffe7,22,615.6544990225792,5,27.984295410117237,4.4,Frequent User,Medium Value,Consistent,18,1,3.1354942159291497,6.42430889789486,3.366754145719874,1.791759469228055,26.767586914025184,102.60908317042987,3.6666666666666665,3.6666666666666665,0.03567637961755057,high,frequent,occasional,1,1,1,1,20.143383390691504,110,3078.272495112896,484,379030.462166743,25,-0.026659935025570854,-0.060048812517821855,0.6978,0.8304,0.09615384615384616,0.9983783463810204,0
0x5ade9eaa274d8de0b5af96ba99a4073f50c317cd,134,1068.57885406607,9,7.974469060194552,14.88888888888889,Frequent User,Medium Value,Consistent,13,1,4.90527477843843,6.975020255646597,2.1943837749859703,2.302585092994046,7.915398919007926,106.85788540660701,13.4,13.4,0.1252829555208489,high,very_frequent,occasional,1,1,1,1,34.21439093912042,1206,9617.209686594631,17956,1141860.7673571554,81,-0.002065412838258771,-0.05795543001599856,0.9036,0.8766,0.17307692307692307,0.9990650525707402,0
0x25664f2ab7b5f053c607af82e987ec103cb5e529,3,6.204545540131068e-10,1,2.0681818467103564e-10,3.0,Regular User,Low Value,Inconsistent,0,0,1.3862943611198906,6.204545538206249e-10,2.0681818464964876e-10,0.6931471805599453,1.551136385032767e-10,3.102272770065534e-10,1.5,1.5,2.9999999981386365,very_low,rare,sporadic,0,0,0,0,8.6013264929269e-10,3,6.204545540131068e-10,9,3.849638535956033e-19,1,-0.03083222003948987,-0.06289432157705008,0.4224,0.0644,0.019230769230769232,6.20454553628143e-10,1
0xffe2cacf1bd48ed3eb22149b273c0698f67a0e08,17,0.0006224338937953,2,3.661375845855154e-05,8.5,Frequent User,Low Value,Consistent,5,1,2.8903717578961645,0.0006222402621636548,3.661308819125793e-05,1.0986122886681098,3.4579660766405556e-05,0.00020747796459843332,5.666666666666667,5.666666666666667,16.98942520591574,very_low,occasional,sporadic,0,1,0,0,0.001798505680383733,34,0.0012448677875906,289,3.8742395214517875e-07,4,-0.02775790476607586,-0.06289431870021003,0.6775,0.1315,0.038461538461538464,0.0006220467108389498,0
0xd58d46d1316f54548dec8cd1813279314f8ce319,2,0.004141302382527,1,0.0020706511912635,2.0,Occasional User,Low Value,Inconsistent,0,0,1.0986122886681098,0.00413275079150143,0.0020685103478694563,0.6931471805599453,0.001380434127509,0.0020706511912635,1.0,1.0,1.9917515545417743,very_low,rare,sporadic,0,0,0,0,0.004540290805546328,2,0.004141302382527,4,1.7150385423523805e-05,1,-0.03105181398759087,-0.062894302436263,0.2336,0.248,0.019230769230769232,0.004124222729112853,1
0x0b20f7cd2a618a08a10fecc3e7bfac1bffe6e2e8,10,85.04091760038185,4,8.504091760038184,2.5,Regular User,Medium Value,Consistent,38,1,2.3978952727983707,4.454822969154165,2.251722417459854,1.6094379124341003,7.730992509125622,17.00818352007637,2.0,2.0,0.11622377211787918,high,occasional,sporadic,0,1,1,1,10.682198938888375,40,340.1636704015274,100,7231.957666314935,16,-0.029295062402782863,-0.06250126881479523,0.6202,0.7,0.07692307692307693,0.9883776227882121,0
0xd1fad074908e2e8c081660f7f002016b440b72bc,945,78063.91589475208,52,82.60731840714506,18.173076923076923,Frequent User,High Value,Consistent,156,1,6.852242569051878,11.265296014600443,4.426131057014511,3.970291913552122,82.51999566041445,1472.9040734858881,17.830188679245282,17.830188679245282,0.012105309909948007,high,very_frequent,consistent,1,1,1,1,77.19254090421562,49140,4059323.6265271083,893025,6093974964.822926,2704,0.17602527907165283,0.2979112604989811,0.9874,0.9864,1.0,0.9999871901482434,0
0xfdef9b1119d230b138d79e89694c9b154ff9cba0,1,1.6183281238679781e-13,1,1.6183281238679781e-13,1.0,Occasional User,Low Value,Inconsistent,0,0,0.6931471805599453,1.6183281238678471e-13,1.6183281238678471e-13,0.6931471805599453,8.091640619339891e-14,8.091640619339891e-14,0.5,0.5,0.9999999999998381,very_low,rare,sporadic,0,0,0,0,1.1217395762798641e-13,1,1.6183281238679781e-13,1,2.61898591650205e-26,1,-0.03127140793569187,-0.06289432157705295,0.0617,0.0182,0.019230769230769232,1.618328123867716e-13,1
0x6fda32a6425264a64a773411a50aa15870197e28,2,0.009590258384181,2,0.0047951291920905,1.0,Occasional User,Medium Value,Consistent,0,0,1.0986122886681098,0.009544563772702252,0.00478366918032897,1.0986122886681098,0.003196752794727,0.003196752794727,0.6666666666666666,0.6666666666666666,1.981001682010027,very_low,rare,sporadic,0,0,0,0,0.010485775050667149,4,0.019180516768362,4,9.197305587535397e-05,4,-0.03105181398759087,-0.0628942772515958,0.2336,0.3674,0.038461538461538464,0.009499158994986661,1
0xef3708c43c9635db2dc9a7ed9046f2bffc553253,22,66.9427652776927,1,3.04285296716785,22.0,Frequent User,Medium Value,Inconsistent,73,1,3.1354942159291497,4.218665663665885,1.3969506227373365,0.6931471805599453,2.9105550120735955,33.47138263884635,11.0,11.0,0.3238019516880504,high,frequent,sporadic,0,1,0,0,13.22760178736329,22,66.9427652776927,484,4481.33382302426,1,-0.026659935025570854,-0.06258491712155059,0.6978,0.6868,0.019230769230769232,0.9852817294687249,0
0xb602d26e5fbf310291019c1e3df88b7cacc33435,3,1.867301681386129e-13,1,6.224338937953761e-14,3.0,Regular User,Low Value,Inconsistent,0,0,1.3862943611198906,1.8673016813859546e-13,6.224338937953568e-14,0.6931471805599453,4.6682542034653227e-14,9.336508406930645e-14,1.5,1.5,2.99999999999944,very_low,rare,sporadic,0,0,0,0,2.588629791415039e-13,3,1.867301681386129e-13,9,3.4868155693074647e-26,1,-0.03083222003948987,-0.06289432157705295,0.4224,0.0235,0.019230769230769232,1.8673016813857804e-13,1
0x0386a32375d66133a24bdc9708df49d3863a897d,3,0.0092812342141916,2,0.0030937447380638,1.5,Regular User,Medium Value,Consistent,0,0,1.3862943611198906,0.009238428217729284,0.003088968957307433,1.0986122886681098,0.0023203085535479,0.0030937447380638664,1.0,1.0,2.9724123448463264,very_low,rare,sporadic,0,0,0,0,0.012807180943848988,6,0.0185624684283832,9,8.614130853868076e-05,4,-0.03083222003948987,-0.06289427867988241,0.4224,0.3642,0.038461538461538464,0.009195885051224404,1
0x17aae083e4705c4a0943304836fda7835c6cf991,13,15.063040018739434,2,1.1586953860568796,6.5,Frequent User,Medium Value,Consistent,12,1,2.6390573296152584,2.7765209819340044,0.7695040512852516,1.0986122886681098,1.0759314299099596,5.021013339579811,4.333333333333333,4.333333333333333,0.8093113124809478,medium,occasional,sporadic,0,1,0,0,7.327398048203489,26,30.126080037478868,169,226.8951746061457,4,-0.028636280558479863,-0.06282470133241747,0.6523,0.6002,0.038461538461538464,0.9377452836553116,0
0x49c3737b430877e3995465ca93da0146b3f83b8b,177,1474.6786197534716,29,8.331517625725828,6.103448275862069,Frequent User,High Value,Consistent,136,1,5.181783550292085,7.2968732441578155,2.23339766248091,3.4011973816621555,8.284711346929615,49.15595399178239,5.9,5.9,0.11994481564662758,high,very_frequent,consistent,1,1,1,1,37.81081774514341,5133,42765.679972850674,31329,2174677.031558004,841,0.007377126930084261,-0.05607846726489433,0.9275,0.8974,0.5576923076923077,0.9993223456743129,0
0x74990f24c768e4b7c244ff192b1357ee7cdf51c8,6,162.23472990803594,6,27.039121651339325,1.0,Regular User,Medium Value,Consistent,86,1,1.9459101490553132,5.095189225699106,3.333600736830511,1.9459101490553132,23.17638998686228,23.17638998686228,0.8571428571428571,0.8571428571428571,0.03675688380395711,high,occasional,occasional,0,1,1,1,9.914780425645173,36,973.4083794482157,36,26320.107588333372,36,-0.030173438195186867,-0.062144484786437214,0.5565,0.739,0.11538461538461539,0.9938738526993405,0
0x91de7ca689a98334e11d17c87f9c5628e1e95515,147,2312.4508413812364,10,15.73095810463426,14.7,Frequent User,High Value,Consistent,32,1,4.997212273764115,7.746495559528793,2.817260782016104,2.3978952727983707,15.624667847170516,210.22280376193058,13.363636363636363,13.363636363636363,0.063541440937744,high,very_frequent,occasional,1,1,1,1,38.7108826887365,1470,23124.508413812364,21609,5347428.893804788,100,0.0007893084870542387,-0.05220634670052153,0.913,0.917,0.19230769230769232,0.9995677452997432,0
0x9f73b05eff990a45a18dc81d8aa981af0e3b330c,148,1668.5064591333853,16,11.273692291441792,9.25,Frequent User,High Value,Consistent,120,1,5.003946305945459,7.420283328279122,2.507458133703308,2.833213344056216,11.1980299270697,98.14743877255208,8.705882352941176,8.705882352941176,0.08864895322227413,high,very_frequent,regular,1,1,1,1,37.130699349610985,2368,26696.103346134165,21904,2783913.804169827,256,0.0010089024351552394,-0.05518260948465823,0.914,0.9044,0.3076923076923077,0.999401020586336,0
0x824aa0a0a1feb3f6a3b8f874536867fabc230e11,1,2.8850433411309484e-10,1,2.8850433411309484e-10,1.0,Occasional User,Low Value,Inconsistent,0,0,0.6931471805599453,2.8850433407147747e-10,2.8850433407147747e-10,0.6931471805599453,1.4425216705654742e-10,1.4425216705654742e-10,0.5,0.5,0.9999999997114957,very_low,rare,sporadic,0,0,0,0,1.9997596574096917e-10,1,2.8850433411309484e-10,1,8.323475080204026e-20,1,-0.03127140793569187,-0.0628943215770516,0.0617,0.062,0.019230769230769232,2.885043340298601e-10,1
0x600439d44c56576c53c304d9ffb32305725c443c,1,0.3081047774287112,1,0.3081047774287112,1.0,Occasional User,Medium Value,Inconsistent,0,0,0.6931471805599453,0.26857935489458934,0.26857935489458934,0.6931471805599453,0.1540523887143556,0.1540523887143556,0.5,0.5,0.7644647563826346,very_low,rare,sporadic,0,0,0,0,0.18616502260179354,1,0.3081047774287112,1,0.09492855387439565,1,-0.03127140793569187,-0.06289289753981005,0.0617,0.4893,0.019230769230769232,0.23553524361736553,1
0xffe0df01c06e6cbb048cf3d2d4bf3387fac69233,8,27.236579736957353,5,3.404572467119669,1.6,Regular User,Medium Value,Consistent,8,1,2.1972245773362196,3.3406182911597275,1.4826431984053852,1.791759469228055,3.0262866374397057,4.539429956159559,1.3333333333333333,1.3333333333333333,0.2833204330880495,medium,occasional,occasional,0,1,1,1,7.340088612835077,40,136.18289868478678,64,741.8312757676358,25,-0.029734250298984865,-0.0627684361421101,0.5907,0.6324,0.09615384615384616,0.9645849458639938,0
0x61d8cd582abcb82bd633a630aeefee66abb5ceef,20,3.203046869017328,6,0.1601523434508664,3.3333333333333335,Frequent User,Medium Value,Consistent,1,0,3.044522437723423,1.4358097072854121,0.14855132705626184,1.9459101490553132,0.15252604138177753,0.45757812414533255,2.857142857142857,2.857142857142857,4.758452766118213,low,occasional,occasional,0,1,1,1,4.371354870131538,120,19.218281214103968,400,10.259509245121707,36,-0.027099122921772856,-0.06287951733393055,0.6893,0.544,0.11538461538461539,0.7620773616940894,0
0xd480986501b3fc889109c3ccd643077ecce864af,112,43.583637324324286,27,0.3891396189671811,4.148148148148148,Frequent User,Medium Value,Consistent,8,1,4.727387818712341,3.797366915574277,0.32868457633561093,3.332204510175204,0.38569590552499367,1.5565584758687245,4.0,4.0,2.5121324037618207,medium,very_frequent,consistent,0,1,1,1,17.95162609986709,3024,1176.7582077567558,12544,1899.533442418233,729,-0.006896479696480788,-0.06269288126428418,0.8865,0.6652,0.5192307692307693,0.9775702463949839,0
0xa7d182328ba0b4b1dc6cb742be828349e3e0ce35,7,34.410010726863135,2,4.915715818123305,3.5,Regular User,Medium Value,Consistent,40,1,2.0794415416798357,3.566994569056925,1.777612507542533,1.0986122886681098,4.301251340857892,11.470003575621044,2.3333333333333335,2.3333333333333335,0.19768421009512946,medium,occasional,sporadic,0,1,0,0,7.417356685843333,14,68.82002145372627,49,1184.048838222836,4,-0.029953844247085866,-0.06273528108046439,0.5741,0.6488,0.038461538461538464,0.9717593985578387,0
0xb4e027e09563d66f90363acabaf5e2a6cd4079fd,158,172564.84040330476,33,1092.1825341981314,4.787878787878788,Frequent User,High Value,Consistent,16,1,5.0689042022202315,12.058534126128354,6.996848477159115,3.5263605246161616,1085.3134616560048,5075.43648245014,4.647058823529412,4.647058823529412,0.0009155925624140743,high,very_frequent,consistent,1,1,1,1,61.12355430454808,5214,5694639.733309057,24964,29778624143.41804,1089,0.003204841916165247,0.7346874673190629,0.9187,0.9924,0.6346153846153846,0.9999942051103645,0
0xa42621e136e549f6a836fd87cc193a383ebaf8d1,10,3.734631372297477e-09,10,3.7346313722974767e-10,1.0,Regular User,Low Value,Consistent,21,1,2.3978952727983707,3.734631365323742e-09,3.734631371600103e-10,2.3978952727983707,3.395119429361343e-10,3.395119429361343e-10,0.9090909090909091,0.9090909090909091,9.999999962653687,very_low,occasional,occasional,0,1,1,1,8.955254896554325e-09,100,3.7346313722974774e-08,100,1.3947471486948538e-17,100,-0.029295062402782863,-0.06289432157703569,0.6202,0.0694,0.19230769230769232,3.734631358350006e-09,0
0xf4aa8f64adf9ed2f187f0c0d6705895ef094899f,2,0.0092448762592307,1,0.0046224381296153,2.0,Occasional User,Medium Value,Inconsistent,0,0,1.0986122886681098,0.009202403957477031,0.004611787471212103,0.6931471805599453,0.003081625419743567,0.00462243812961535,1.0,1.0,1.9816796171539717,very_low,rare,sporadic,0,0,0,0,0.010109874072972312,2,0.0092448762592307,4,8.546773704848743e-05,1,-0.03105181398759087,-0.06289427884792616,0.2336,0.3632,0.019230769230769232,0.00916019142301407,1
0xb6db05e206af41a5f338be88cb1f80a21192101e,2,0.0024542732837558,1,0.0012271366418779,2.0,Occasional User,Low Value,Inconsistent,0,0,1.0986122886681098,0.002451266473764202,0.0012263843251097317,0.6931471805599453,0.0008180910945852667,0.0012271366418779,1.0,1.0,1.9951034708531565,very_low,rare,sporadic,0,0,0,0,0.002692991470877497,2,0.0024542732837558,4,6.0234573513574775e-06,1,-0.03105181398759087,-0.06289431023358534,0.2336,0.1992,0.019230769230769232,0.0024482645734216855,1
0xf611de44f9cd5a3373e4ad55837a1085dbac9fc9,26,210.53530826341253,8,8.097511856285097,3.25,Frequent User,Medium Value,Consistent,5,1,3.295836866004329,5.354391926696838,2.2080009537498357,2.1972245773362196,7.79760400975602,23.392812029268057,2.888888888888889,2.888888888888889,0.12291092306738563,high,frequent,occasional,1,1,1,1,17.64720230704339,208,1684.2824661073003,676,44325.11602557014,64,-0.025781559233166853,-0.06192124312492979,0.7157,0.759,0.15384615384615385,0.9952726568051006,0
0x4e416130f39ba7d68d39c779030efc48e9acad84,161,242.3782157953831,11,1.505454756493063,14.636363636363637,Frequent User,Medium Value,Consistent,9,1,5.087596335232384,5.494616676939976,0.9184702575787126,2.4849066497880004,1.4961618258974265,20.19818464961526,13.416666666666666,13.416666666666666,0.6615218189263025,high,very_frequent,occasional,1,1,1,1,27.95439166910656,1771,2666.160373749214,25921,58747.199492153304,121,0.003863623760468249,-0.061774067587354195,0.9208,0.7678,0.21153846153846154,0.9958911688265446,0
0x3c3d5e4cb0a2baf6c1af8dcb8b3209d2093b817c,63,1879.744324744054,11,29.83721150387387,5.7272727272727275,Frequent User,High Value,Consistent,31,1,4.1588830833596715,7.539422894886425,3.428722126444834,2.4849066497880004,29.371005074125843,156.64536039533783,5.25,5.25,0.03349737610324759,high,very_frequent,occasional,1,1,1,1,31.355578335837755,693,20677.187572184594,3969,3533438.7264074795,121,-0.017656583153429824,-0.05420628386500942,0.8238,0.9106,0.21153846153846154,0.9994682956174089,0
0x28135c672ef1e298f8ee2b2393fad99fc93cfd45,3,0.0050576118772125,1,0.0016858706257375,3.0,Regular User,Low Value,Inconsistent,0,0,1.3862943611198906,0.0050448651189673776,0.0016844511410086108,0.6931471805599453,0.001264402969303125,0.00252880593860625,1.5,1.5,2.984903516522502,very_low,rare,sporadic,0,0,0,0,0.006993668067034902,3,0.0050576118772125,9,2.5579437900520946e-05,1,-0.03083222003948987,-0.06289429820114903,0.4224,0.289,0.019230769230769232,0.005032161159165855,1
0xf5ea3917d7b26f24d207a32e91985504b4441690,1,1.3092585739038842e-10,1,1.3092585739038842e-10,1.0,Occasional User,Low Value,Inconsistent,0,0,0.6931471805599453,1.3092585738181764e-10,1.3092585738181764e-10,0.6931471805599453,6.546292869519421e-11,6.546292869519421e-11,0.5,0.5,0.9999999998690741,very_low,rare,sporadic,0,0,0,0,9.07508889066004e-11,1,1.3092585739038842e-10,1,1.7141580133408326e-20,1,-0.03127140793569187,-0.06289432157705234,0.0617,0.0586,0.019230769230769232,1.3092585737324683e-10,1
